code,term
366746008,New York Heart Association classification of heart failure symptoms
366784002,Congestive heart failure monitoring
366862009,Congestive heart failure monitoring
367363000,Right ventricular failure
371862006,Depression of left ventricular systolic function
389838008,Heart failure annual review
389937002,Heart failure follow-up
389995008,Congestive cardiomyopathy
390570006,Heart failure annual review
390671000,Heart failure follow-up
390884006,Heart failure follow-up
390885007,Heart failure annual review
392748002,Heart failure confirmed
393703008,Heart failure confirmed
395105005,Heart failure confirmed
39693003,Dilated cardiomyopathy due to granuloma
399020009,Congestive cardiomyopathy
403298007,Red half-moon nail in congestive heart failure
40532006,Dilated cardiomyopathy due to protozoan myocarditis
413994008,Dilated cardiomyopathy with connective tissue disorder
413995009,Dilated cardiomyopathy due to taurine deficiency
416683003,Emergency hospital admission for heart failure
417996009,Systolic heart failure
418304008,Diastolic heart failure
42343007,Congestive heart failure
424404003,Decompensated chronic heart failure
426012001,Right heart failure due to pulmonary hypertension
426263006,Congestive heart failure due to left ventricular systolic dysfunction
426611007,Congestive heart failure due to valvular disease
426856002,Ischemic congestive cardiomyopathy
43736008,Rheumatic left ventricular failure
441481004,Chronic systolic heart failure
441530006,Chronic diastolic heart failure
44313006,Right heart failure secondary to left heart failure
443253003,Acute on chronic systolic heart failure
443254009,Acute systolic heart failure
443343001,Acute diastolic heart failure
443344007,Acute on chronic diastolic heart failure
446221000,Heart failure with normal ejection fraction
44630002,Dilated cardiomyopathy due to fungal myocarditis
45650007,Kyphoscoliotic heart disease
46113002,Hypertensive heart failure
46696008,Dilated cardiomyopathy due to dermatomyositis
46939000,Keshan disease
471880001,Heart failure due to end stage congenital heart disease
471890009,Dilated cardiomyopathy with genetic marker
472100003,Ischemic dilated cardiomyopathy due to coronary artery disease
473226007,Heart failure medication review
48447003,Chronic heart failure
49584005,Acute cor pulmonale
50270004,Dilated cardiomyopathy due to Friedreich's ataxia
50781000119109,Nutrition therapy for congestive heart failure
510701000000100,Heart failure self management plan
5148006,Hypertensive heart disease with congestive heart failure
52029003,Primary familial dilated cardiomyopathy
53043001,Primary idiopathic dilated cardiomyopathy
5375005,Chronic left-sided congestive heart failure
54830008,Dilated cardiomyopathy due to bacterial myocarditis
56675007,Acute heart failure
58629009,Dilated cardiomyopathy due to amyloidosis
58911001,Dilated cardiomyopathy due to glycogen storage disease
599271000000109,Hypertensive heart disease NOS with congestive cardiac failure
6022005,Dilated cardiomyopathy due to sarcoidosis
603891000000100,Post cardiac operation heart failure NOS
60514000,Dilated cardiomyopathy due to familial storage disease
61783007,Acute right-sided heart failure
62377009,Postpartum cardiomyopathy
64749001,Dilated cardiomyopathy due to infiltration
66989003,Chronic right-sided congestive heart failure
67431000119105,Congestive heart failure stage D
67441000119101,Congestive heart failure stage C
686171000000103,Heart failure NOS
698296002,Acute exacerbation of chronic congestive heart failure
698361000,Heart failure self management plan
698594003,Symptomatic congestive heart failure
699668009,Secondary nonischemic congestive cardiomyopathy
702424003,Dilated cardiomyopathy 3B
703272007,Heart failure with reduced ejection fraction
703273002,Heart failure with reduced ejection fraction due to coronary artery disease
703274008,Heart failure with reduced ejection fraction due to myocarditis
703275009,Heart failure with reduced ejection fraction due to cardiomyopathy
703276005,Heart failure with reduced ejection fraction due to heart valve disease
704097008,Referral to heart failure exercise program declined
711461000000104,Heart failure monitoring invitation
713791000000101,Heart failure monitoring administration
715951000000107,Exception reporting - heart failure quality indicators
716621000000101,Heart failure monitoring third letter
716971000000109,Heart failure monitoring first letter
717191000000108,Heart failure monitoring second letter
717481000000104,Excepted from heart failure quality indicators - patient unsuitable
717491000000102,Excepted from heart failure quality indicators - informed dissent
717501000000108,Heart failure monitoring verbal invitation
717531000000102,Heart failure monitoring telephone invitation
717840005,Congestive heart failure stage B
719451006,Dilated cardiomyopathy with hypergonadotropic hypogonadism syndrome
719824001,Vici syndrome
719835006,Wooly hair and palmoplantar keratoderma with dilated cardiomyopathy syndrome
719839000,Tubular renal disease with cardiomyopathy syndrome
720609003,Cardiomyopathy with cataract and hip spine disease syndrome
720700006,Congestive heart failure clinical management plan
721014007,Heart-hand syndrome Slovenian type
723993005,Sensorineural deafness with dilated cardiomyopathy syndrome
72481000119103,Congestive heart failure as early postoperative complication
725416005,Cardiomyopathy due to cirrhosis of liver
72972005,Dilated cardiomyopathy caused by drug
735984001,Heart failure self management plan
737430008,Congestive heart failure clinical management plan
74249003,Dilated cardiomyopathy due to malignancy
74368002,Congestive cardiomyopathy
74960003,Acute left-sided congestive heart failure
749821000000101,Heart failure with normal ejection fraction
757101000000106,Heart failure with normal ejection fraction
766883006,Familial dilated cardiomyopathy with conduction defect due to lamin A/C mutation
773587008,"X-linked intellectual disability, cardiomegaly, congestive heart failure syndrome"
776251000000100,Referral to heart failure exercise programme declined
77737007,Benign hypertensive heart disease with congestive heart failure
781051000000108,Has heart failure management plan
781061000000106,Has heart failure management plan 
788950000,Heart failure with mid range ejection fraction
789621000000105,Preferred place of care for next exacerbation of heart failure
789631000000107,Preferred place of care for next exacerbation of heart failure 
79152002,Dilated cardiomyopathy due to neuromuscular disorder
79955004,Chronic cor pulmonale
80479009,Acute right-sided congestive heart failure
810971000000105,Heart failure self-management plan review
812001000000102,Heart failure self-management plan agreed
812011000000100,Heart failure self-management plan agreed 
8209004,Dilated cardiomyopathy due to hemochromatosis
82523003,Congestive rheumatic heart failure
83105008,Malignant hypertensive heart disease with congestive heart failure
832141000000109,Heart failure self-management plan review
83291003,Cor pulmonale
83521008,Dilated cardiomyopathy caused by alcohol
835981000000108,Rehabilitation for heart failure
84114007,Heart failure
84733009,Dilated cardiomyopathy due to nutritional deficiency
851071000000108,Heart failure initial assessment
85232009,Left heart failure
86194008,Dilated cardiomyopathy due to infectious disease
86995005,Dilated cardiomyopathy due to mucopolysaccharidosis
871639003,Dilated cardiomyopathy due to mitochondrial disease
871681000000102,Heart failure monitoring
879780004,Telehealth monitoring for chronic heart failure
880014009,Dilated cardiomyopathy due to carnitine deficiency
880038008,Dilated cardiomyopathy due to lysosomal storage disease
880042006,Dilated cardiomyopathy caused by anthracycline
88805009,Chronic congestive heart failure
898208007,Heart failure due to thyrotoxicosis
90202001,Dilated cardiomyopathy secondary to electrolyte deficiency
90727007,Pleural effusion due to congestive heart failure
915571000000102,On optimal heart failure therapy
915581000000100,On optimal heart failure therapy 
91604001,Dilated cardiomyopathy due to polyarteritis nodosa
92506005,Biventricular congestive heart failure
939891000000107,Heart failure rehabilitation programme not available 
96311000119109,Exacerbation of congestive heart failure
